ID,Source,Destination,Target,Type,Delivered,Search_Path_Length,Connection_Path_Length,Search_Path,Connection_Path
1002,9,9,0.580265,class peersim.dht.message.OneWayPingMessage,false,4,0,9>0>9>0>9,9
1003,1,4,0.901112,class peersim.dht.message.OneWayPingMessage,true,1,1,1>4,1>4
1004,3,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,4,4,3>8>2>0>1,3>8>2>0>1
1005,3,5,0.244975,class peersim.dht.message.OneWayPingMessage,true,2,2,3>7>5,3>7>5
1006,9,9,0.433910,class peersim.dht.message.OneWayPingMessage,true,0,0,9,9
1007,0,5,0.244975,class peersim.dht.message.OneWayPingMessage,true,1,1,0>5,0>5
1008,1,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,0,0,1,1
1009,2,8,0.580265,class peersim.dht.message.OneWayPingMessage,true,1,1,2>8,2>8
1010,6,6,0.718222,class peersim.dht.message.OneWayPingMessage,false,6,0,3>8>6>8>6>8>6,6
1011,1,6,0.514105,class peersim.dht.message.OneWayPingMessage,true,1,1,1>6,1>6
1012,8,8,0.433910,class peersim.dht.message.OneWayPingMessage,false,8,0,5>7>8>6>8>6>8>6>8,8
1013,9,5,0.244975,class peersim.dht.message.OneWayPingMessage,true,2,2,9>0>5,9>0>5
1014,2,6,0.514105,class peersim.dht.message.OneWayPingMessage,true,2,2,2>8>6,2>8>6
1015,7,4,0.901112,class peersim.dht.message.OneWayPingMessage,true,2,2,7>1>4,7>1>4
1016,3,5,0.244975,class peersim.dht.message.OneWayPingMessage,true,2,2,3>7>5,3>7>5
1017,2,2,0.901112,class peersim.dht.message.OneWayPingMessage,false,8,0,3>8>2>0>2>0>2>0>2,2
1018,9,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,1,1,9>1,9>1
1019,1,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,0,0,1,1
1020,0,0,0.514105,class peersim.dht.message.OneWayPingMessage,false,4,0,0>9>0>9>0,0
1021,6,6,0.433910,class peersim.dht.message.OneWayPingMessage,false,6,0,3>8>6>8>6>8>6,6
1022,8,8,0.718222,class peersim.dht.message.OneWayPingMessage,false,4,0,8>6>8>6>8,8
1023,4,4,0.901112,class peersim.dht.message.OneWayPingMessage,true,0,0,4,4
1024,7,7,0.163455,class peersim.dht.message.OneWayPingMessage,true,0,0,7,7
1025,7,3,0.149654,class peersim.dht.message.OneWayPingMessage,true,1,1,7>3,7>3
1026,6,7,0.163455,class peersim.dht.message.OneWayPingMessage,true,2,2,6>8>7,6>8>7
1027,4,4,0.901112,class peersim.dht.message.OneWayPingMessage,true,0,0,4,4
1028,9,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,1,1,9>1,9>1
1029,5,0,0.718222,class peersim.dht.message.OneWayPingMessage,true,1,1,5>0,5>0
1030,4,7,0.163455,class peersim.dht.message.OneWayPingMessage,true,3,3,4>6>8>7,4>6>8>7
1031,4,6,0.514105,class peersim.dht.message.OneWayPingMessage,true,1,1,4>6,4>6
1032,8,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,3,3,8>2>0>1,8>2>0>1
1033,8,2,0.945257,class peersim.dht.message.OneWayPingMessage,true,1,1,8>2,8>2
1034,8,8,0.433910,class peersim.dht.message.OneWayPingMessage,false,6,0,4>6>8>6>8>6>8,8
1035,7,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,1,1,7>1,7>1
1036,8,7,0.163455,class peersim.dht.message.OneWayPingMessage,true,1,1,8>7,8>7
1037,3,8,0.580265,class peersim.dht.message.OneWayPingMessage,true,1,1,3>8,3>8
1038,7,6,0.514105,class peersim.dht.message.OneWayPingMessage,true,2,2,7>8>6,7>8>6
1039,9,9,0.433910,class peersim.dht.message.OneWayPingMessage,true,0,0,9,9
1040,8,8,0.718222,class peersim.dht.message.OneWayPingMessage,false,4,0,8>6>8>6>8,8
1041,9,3,0.149654,class peersim.dht.message.OneWayPingMessage,true,4,4,9>0>5>7>3,9>0>5>7>3
1042,4,8,0.580265,class peersim.dht.message.OneWayPingMessage,true,2,2,4>6>8,4>6>8
1043,8,3,0.149654,class peersim.dht.message.OneWayPingMessage,true,1,1,8>3,8>3
1044,4,4,0.945257,class peersim.dht.message.OneWayPingMessage,false,6,0,7>1>4>1>4>1>4,4
1045,7,3,0.149654,class peersim.dht.message.OneWayPingMessage,true,1,1,7>3,7>3
1046,0,0,0.514105,class peersim.dht.message.OneWayPingMessage,false,4,0,0>9>0>9>0,0
1047,2,2,0.901112,class peersim.dht.message.OneWayPingMessage,false,4,0,2>0>2>0>2,2
1048,0,0,0.580265,class peersim.dht.message.OneWayPingMessage,false,4,0,0>9>0>9>0,0
1049,8,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,3,3,8>2>0>1,8>2>0>1
1050,9,9,0.433910,class peersim.dht.message.OneWayPingMessage,true,0,0,9,9
1051,0,0,0.718222,class peersim.dht.message.OneWayPingMessage,true,0,0,0,0
1052,2,1,0.975288,class peersim.dht.message.OneWayPingMessage,true,2,2,2>0>1,2>0>1
